L,H,seed,baseline_mse,teacher_mse,student_mse,abs_improvement,fgl_delta
13,16,1,0.303125,0.37604166666666666,0.43125,-0.12812500000000004,-42.268041237113415
13,16,2,0.390625,0.353125,0.49947916666666664,-0.10885416666666664,-27.86666666666666
16,4,0,0.4109375,0.30520833333333336,0.4869791666666667,-0.07604166666666667,-18.504435994930294
16,4,1,0.321875,0.33125,0.5609375,-0.23906249999999996,-74.27184466019415
16,4,2,0.38229166666666664,0.3078125,0.5484375,-0.16614583333333338,-43.46049046321527
16,7,0,0.5692708333333333,0.3151041666666667,0.6177083333333333,-0.04843750000000002,-8.508691674290947
16,7,1,0.44895833333333335,0.32083333333333336,0.6942708333333333,-0.24531249999999993,-54.64037122969836
16,7,2,0.41510416666666666,0.3223958333333333,0.8390625,-0.4239583333333334,-102.13299874529487
16,10,0,0.7828125,0.321875,0.6578125,0.125,15.968063872255488
16,10,1,0.51875,0.34739583333333335,0.8317708333333333,-0.3130208333333333,-60.341365461847374
16,10,2,0.53125,0.3177083333333333,0.8473958333333333,-0.31614583333333335,-59.509803921568626
16,13,0,0.47552083333333334,0.28541666666666665,0.38645833333333335,0.08906249999999999,18.72946330777656
16,13,1,0.41510416666666666,0.3296875,0.5651041666666666,-0.14999999999999997,-36.13550815558343
16,13,2,0.32864583333333336,0.2984375,0.5776041666666667,-0.24895833333333334,-75.75277337559429
16,16,0,0.3177083333333333,0.3026041666666667,0.4640625,-0.14635416666666667,-46.06557377049181
16,16,1,0.2677083333333333,0.3265625,0.4140625,-0.14635416666666667,-54.66926070038911
16,16,2,0.284375,0.28177083333333336,0.4,-0.11562500000000003,-40.65934065934067
